record_id,state,account_length,phone_number,international_plan,voice_mail_plan,number_vmail_messages,customer_service_calls,churn
1133,NV,64,408-350-7306,no,no,0,5,1
1134,TN,105,408-353-8849,no,no,0,1,0
1135,ID,144,415-402-3476,no,yes,33,2,0
1136,WY,106,415-338-6018,yes,yes,26,1,1
1137,TX,19,510-409-3520,no,yes,34,1,0
1138,MA,46,408-357-1085,no,no,0,1,0
1139,IL,127,510-353-3285,no,no,0,2,0
1140,LA,9,415-409-9885,no,yes,39,1,0
1141,CO,157,415-388-7701,no,no,0,1,0
1142,UT,105,415-385-8184,no,no,0,6,1
1143,MI,105,415-345-2863,no,yes,29,0,0
1144,NH,155,408-353-6300,no,no,0,2,0
1145,ID,31,415-389-5649,no,no,0,0,0
1146,WA,161,415-378-8137,no,no,0,1,0
1147,MN,95,408-340-4627,no,yes,32,0,0
1148,NY,122,415-352-6833,no,no,0,3,0
1149,MD,37,415-420-2000,yes,no,0,2,0
1150,GA,132,415-368-5437,no,no,0,5,1
1151,HI,119,408-418-8170,no,yes,24,0,0
1152,AL,16,408-403-9417,no,no,0,1,0
1153,CT,99,408-330-6165,no,no,0,1,0
1154,CO,76,408-412-4185,no,yes,26,1,0
1155,KS,167,415-409-4734,no,no,0,4,1
1156,NJ,129,415-348-9828,no,no,0,1,0
1157,FL,116,408-418-8850,no,no,0,1,0
1158,CA,60,415-330-8351,yes,no,0,1,0
1159,KS,128,415-347-7773,no,no,0,0,0
1160,TX,47,408-392-6841,no,yes,28,0,0
1161,MN,40,510-354-2189,yes,no,0,3,0
1162,AK,173,510-349-9060,no,no,0,0,0
1163,OR,157,510-334-1311,no,yes,30,1,0
1164,MS,66,408-415-3120,no,yes,32,2,0
1165,VT,50,415-387-5891,yes,yes,26,0,0
1166,UT,72,415-368-8026,no,no,0,3,0
1167,KS,130,510-332-9446,no,no,0,1,0
1168,NV,143,408-393-5284,no,no,0,1,0
1169,DE,89,510-376-1677,yes,no,0,1,0
1170,IN,108,415-392-2268,no,no,0,0,0
1171,TX,32,408-396-4311,no,no,0,1,0
1172,MA,166,415-363-4005,no,no,0,2,0
1173,VT,109,408-344-9966,no,no,0,1,0
1174,CA,72,408-337-7377,no,yes,39,1,0
1175,IA,134,415-373-7037,no,yes,32,0,0
1176,NH,13,415-356-7580,no,no,0,4,0
1177,GA,90,415-390-3401,no,no,0,3,0
1178,WI,111,415-350-9313,no,yes,36,3,0
1179,CO,101,408-420-9009,no,yes,23,1,0
1180,SC,72,415-415-2641,no,no,0,0,0
1181,MI,67,510-392-4929,no,yes,35,1,0
1182,MD,172,408-346-5068,no,no,0,3,1
1183,IN,154,510-389-2631,no,yes,32,2,0
1184,ME,69,510-368-3808,no,no,0,2,0
1185,DC,123,415-406-8599,no,no,0,3,0
1186,TN,130,415-386-7456,no,yes,12,0,0
1187,FL,142,415-357-4936,no,yes,26,2,0
1188,WA,29,415-397-7411,no,no,0,1,0
1189,HI,87,408-353-6218,no,yes,28,0,0
1190,NE,149,415-369-5942,no,no,0,0,0
1191,TN,146,408-416-8543,yes,no,0,2,0
1192,MD,88,415-358-4576,yes,no,0,4,1
1193,NM,119,415-352-5118,yes,yes,15,5,1
1194,VT,48,510-408-2621,no,no,0,1,0
1195,OR,135,415-353-3994,no,no,0,1,0
1196,IN,100,510-367-4277,no,no,0,1,0
1197,MO,98,415-354-3237,no,no,0,4,0
1198,FL,75,510-394-8504,no,yes,26,2,0
1199,DC,180,415-370-4139,no,yes,33,1,0
1200,VT,100,415-382-6135,no,yes,25,1,0
1201,OH,119,415-359-5718,no,yes,35,2,0
1202,MO,86,415-385-3111,no,no,0,0,0
1203,LA,155,408-353-4880,no,yes,39,1,0
1204,IL,78,415-343-7019,yes,no,0,1,1
1205,NJ,153,415-419-6133,no,no,0,1,0
1206,IA,92,510-350-7344,no,yes,25,0,0
1207,WA,13,510-397-6064,no,yes,25,2,0
1208,NE,154,415-363-6896,no,no,0,3,0
1209,CT,144,510-416-9021,yes,yes,35,0,0
1210,WV,48,408-408-3269,no,no,0,1,0
1211,ND,94,408-408-9463,no,no,0,1,0
1212,UT,139,415-340-7062,no,no,0,1,0
1213,MS,126,415-417-4309,no,no,0,1,0
1214,MN,122,415-421-2659,no,no,0,2,0
1215,NH,139,510-383-2017,no,no,0,1,0
1216,LA,95,415-411-6294,no,no,0,3,0
1217,ME,80,408-332-9525,no,yes,31,4,0
1218,KS,131,415-401-5012,no,yes,28,3,0
1219,KS,36,510-368-8835,no,no,0,1,0
1220,NV,180,510-351-1382,no,no,0,2,0
1221,MT,25,415-359-7694,no,no,0,2,0
1222,MT,113,415-419-5505,no,no,0,3,0
1223,ID,88,415-341-4570,no,yes,31,1,0
1224,AK,120,415-366-6991,no,no,0,1,0
1225,UT,74,415-377-7399,no,no,0,1,0
1226,AR,109,510-377-9092,no,no,0,2,0
1227,LA,162,510-373-6681,no,yes,33,0,0
1228,KS,124,510-417-7736,no,yes,37,1,0
1229,OR,177,408-393-2812,no,no,0,2,0
1230,WI,91,510-398-3176,no,no,0,1,0
1231,CO,105,408-334-8694,no,no,0,0,1
1232,KS,24,510-369-5449,no,no,0,0,1
1233,IL,48,510-380-5246,no,no,0,0,0
1234,IA,86,408-390-3873,no,no,0,2,0
1235,AZ,163,510-354-4568,no,no,0,4,0
1236,NE,91,510-339-6968,no,no,0,0,0
1237,ID,56,510-379-5933,no,no,0,3,0
1238,OH,147,415-365-5682,yes,yes,24,3,0
1239,TX,64,415-382-8518,no,no,0,2,0
1240,TN,108,510-356-8449,no,yes,34,4,1
1241,OK,159,510-333-3460,no,no,0,5,0
1242,ND,136,510-375-8596,yes,no,0,3,0
1243,MT,116,415-384-5907,no,yes,35,1,0
1244,NC,45,408-373-2903,no,yes,38,1,0
1245,MN,122,415-361-7702,no,no,0,2,0
1246,MN,138,415-388-5850,no,no,0,5,0
1247,MA,132,415-405-6298,no,no,0,1,0
1248,PA,101,415-368-2074,yes,no,0,0,0
1249,GA,58,510-328-5050,no,no,0,2,0
1250,NV,81,415-395-5783,no,no,0,1,0
1251,TX,87,415-420-7301,no,no,0,3,0
1252,ME,116,510-328-2478,no,no,0,2,0
1253,RI,85,415-381-2460,yes,no,0,4,0
1254,MN,62,510-390-9811,no,yes,33,2,1
1255,NH,90,415-373-5670,no,no,0,0,0
1256,TN,98,415-351-7016,no,no,0,2,0
1257,UT,73,415-394-9934,no,no,0,1,0
1258,RI,107,510-422-8268,yes,no,0,2,0
1259,NH,55,408-373-7690,no,yes,20,2,0
1260,AK,76,415-366-9781,no,yes,22,3,0
1261,NC,30,510-404-5427,no,no,0,3,0
1262,AZ,157,415-389-9783,no,no,0,4,0
1263,MA,40,408-351-7005,no,yes,31,1,1
1264,TN,72,408-348-2009,no,no,0,1,0
1265,WY,95,415-340-4236,no,yes,39,1,0
1266,IA,42,415-348-1528,no,no,0,0,0
1267,IN,86,415-365-5039,no,no,0,1,0
1268,NJ,131,415-411-1810,no,no,0,0,0
1269,FL,55,510-364-7644,no,yes,45,4,1
1270,MT,74,415-335-9066,no,no,0,0,0
1271,ND,81,408-362-7581,yes,yes,37,1,0
1272,MI,81,408-346-1095,no,no,0,4,0
1273,MT,28,415-357-9136,no,no,0,6,1
1274,AL,111,510-390-7863,no,no,0,0,0
1275,NV,3,510-344-2416,no,yes,27,2,0
1276,MI,51,415-373-1448,no,no,0,1,1
1277,FL,68,415-360-7076,no,yes,24,1,0
1278,NY,163,408-413-2241,no,no,0,0,1
1279,KS,87,510-343-3961,no,no,0,2,0
1280,NC,58,510-375-4107,no,no,0,0,1
1281,MN,109,408-414-7410,no,no,0,0,0
1282,RI,111,415-351-2535,no,no,0,4,0
1283,UT,144,415-416-9615,no,no,0,2,0
1284,OR,135,415-377-1293,no,no,0,5,1
1285,SC,109,415-388-6479,no,yes,46,4,0
1286,IL,107,415-390-2755,no,yes,14,1,0
1287,OH,149,408-340-5930,no,no,0,2,0
1288,MA,56,510-401-3622,no,no,0,1,0
1289,OR,129,408-382-1104,no,no,0,0,0
1290,CA,92,408-355-9324,no,no,0,0,0
1291,WV,67,415-393-4843,no,yes,30,1,0
1292,VT,120,415-401-4052,no,no,0,0,0
1293,ID,166,415-385-1830,no,no,0,1,0
1294,OR,66,408-348-7409,no,no,0,1,0
1295,GA,76,408-361-4910,no,no,0,0,0
1296,ME,79,415-415-6578,no,no,0,2,0
1297,HI,98,415-395-5015,no,yes,31,2,0
1298,AZ,141,510-369-6012,no,yes,22,1,0
1299,UT,49,415-394-4520,no,no,0,2,1
1300,IA,46,510-380-5873,no,no,0,3,0
1301,CT,137,415-372-5384,no,no,0,3,0
1302,WA,171,408-419-1863,no,no,0,1,1
1303,VA,10,415-352-5697,no,no,0,1,0
1304,CO,88,510-373-4274,no,no,0,3,0
1305,LA,89,415-382-4024,no,no,0,2,0
1306,TX,82,415-395-9215,no,no,0,3,1
1307,SD,139,510-331-9149,no,no,0,3,0
1308,VA,87,415-347-3958,no,no,0,0,0
1309,NY,137,415-389-2540,yes,no,0,2,0
1310,WA,45,510-399-3083,no,no,0,1,1
1311,WI,90,415-420-8308,no,no,0,1,0
1312,TN,103,415-384-7724,no,no,0,1,0
1313,CT,100,415-389-2114,no,no,0,2,0
1314,WA,110,510-335-4414,no,no,0,3,0
1315,NH,124,415-370-5361,no,no,0,2,0
1316,MT,10,510-374-5965,no,no,0,2,0
1317,NE,89,415-420-6414,no,yes,29,2,0
1318,WA,121,408-392-2708,no,no,0,2,0
1319,WI,101,415-352-7234,no,no,0,3,0
1320,AR,103,415-337-9878,no,yes,31,2,0
1321,WI,51,408-350-7288,no,no,0,1,0
1322,DE,2,415-415-8448,yes,no,0,2,1
1323,NH,111,510-392-6331,no,no,0,0,0
1324,VA,118,415-392-3315,no,no,0,2,0
1325,TN,17,510-382-5401,no,yes,31,6,1
1326,VA,130,408-389-7012,no,no,0,2,0
1327,ID,193,415-411-4714,no,no,0,2,1
1328,TN,114,510-343-3846,no,no,0,1,0
1329,AZ,137,415-370-4395,no,no,0,2,0
1330,MT,185,408-422-4394,no,yes,29,2,0
1331,OK,101,408-405-1780,no,no,0,3,0
1332,ID,95,415-393-2220,no,yes,32,3,0
1333,NV,7,408-355-8299,no,yes,30,1,0
1334,KS,126,408-379-8681,no,no,0,1,1
1335,WY,71,415-409-7034,no,no,0,0,0
1336,MS,124,415-358-1922,no,no,0,3,0
1337,WY,97,510-346-1629,yes,no,0,0,1
1338,TX,28,415-347-1870,no,no,0,2,0
1339,WA,90,415-374-9576,yes,no,0,4,1
1340,HI,190,408-380-1096,no,no,0,1,0
1341,IL,31,415-396-5790,no,yes,28,1,0
1342,AK,52,415-356-5244,no,yes,24,2,0
1343,MD,73,510-341-1412,no,no,0,0,0
1344,MA,111,415-387-7371,no,no,0,0,1
1345,SD,98,415-392-2555,no,no,0,4,1
1346,PA,106,408-403-9167,yes,no,0,1,1
1347,NC,111,408-338-6550,no,no,0,0,0
1348,VT,59,408-357-5801,no,no,0,1,0
1349,KY,71,510-403-1953,no,yes,22,2,0
1350,WA,55,408-357-6039,no,no,0,0,1
1351,LA,13,415-388-9653,no,no,0,1,0
1352,WA,136,415-359-2915,no,yes,16,0,0
1353,ME,123,408-381-4562,no,no,0,0,0
1354,WI,105,408-406-2213,no,no,0,2,0
1355,TX,50,408-330-6436,no,yes,31,3,0
1356,IA,118,415-332-4289,no,no,0,1,0
1357,AZ,97,408-386-3596,no,no,0,3,0
1358,ND,51,510-337-3740,no,no,0,0,0
1359,VT,73,415-414-1496,no,no,0,1,1
1360,HI,35,415-349-7291,no,no,0,2,0
1361,WY,64,415-385-1985,no,no,0,1,0
1362,WV,63,510-329-7102,no,no,0,3,0
1363,OK,117,415-394-2553,no,yes,31,3,0
1364,CT,115,415-339-1330,no,no,0,1,1
1365,UT,162,408-398-1959,no,no,0,1,0
1366,NY,89,415-408-7015,no,no,0,3,0
1367,VA,94,415-384-9254,yes,no,0,1,0
1368,VT,129,408-355-9475,no,no,0,4,0
1369,SD,86,415-334-1337,no,no,0,1,0
1370,PA,96,510-359-1441,no,no,0,1,0
1371,ND,190,415-391-5442,no,no,0,1,0
1372,CT,80,408-374-1551,no,no,0,1,0
1373,SC,108,415-399-6233,no,no,0,4,1
1374,MI,97,408-337-4749,no,yes,32,0,0
1375,VT,84,415-403-5552,no,yes,42,0,0
1376,OH,65,415-405-3097,no,no,0,4,1
1377,VT,131,415-364-9240,no,yes,34,1,0
1378,IL,58,415-404-9348,yes,yes,43,1,0
1379,MO,36,415-336-1462,no,no,0,3,0
1380,WI,54,415-364-8981,no,no,0,1,0
1381,NJ,45,510-412-7606,no,no,0,1,0
1382,GA,125,415-380-6342,no,yes,39,2,0
1383,VT,72,415-418-3017,no,yes,21,2,0
1384,CT,141,408-367-3648,no,no,0,3,0
1385,AZ,113,510-341-5892,no,no,0,0,0
1386,SD,20,415-334-4678,no,yes,35,0,0
1387,CT,212,415-366-6751,no,no,0,1,0
1388,IN,99,415-397-8512,yes,no,0,4,0
1389,OH,94,510-367-9495,no,no,0,1,0
1390,NY,40,510-379-2991,no,no,0,1,0
1391,NE,86,510-356-4832,no,yes,29,3,0
1392,OK,101,415-413-4040,no,no,0,3,1
1393,NC,170,415-366-4444,no,no,0,0,0
1394,HI,105,510-394-3806,no,no,0,1,0
1395,UT,103,415-368-5647,no,no,0,0,0
1396,MD,140,415-412-1076,yes,yes,27,4,0
1397,VT,101,510-413-7655,no,no,0,1,0
1398,TX,98,408-371-2316,no,yes,19,1,0
1399,AZ,104,408-420-3346,no,no,0,4,0
1400,VA,115,415-367-3971,no,no,0,3,0
1401,WI,112,408-417-5813,no,no,0,0,0
1402,NE,70,415-421-8535,no,no,0,1,0
1403,KY,126,510-375-1721,no,no,0,0,0
1404,NV,87,510-331-8484,no,yes,39,3,0
1405,MT,125,510-366-5829,no,no,0,4,1
1406,MO,86,415-367-7906,no,no,0,1,0
1407,MS,73,415-412-2520,no,yes,31,6,1
1408,NM,232,408-386-9177,no,no,0,1,0
1409,NJ,1,415-420-6780,no,yes,30,0,0
1410,NH,133,408-401-1454,no,no,0,1,0
1411,NC,103,510-379-2508,no,no,0,1,0
1412,MT,131,415-353-3492,no,yes,24,1,0
1413,SD,95,408-406-4840,no,yes,20,0,0
1414,VA,182,415-391-7982,no,no,0,1,0
1415,LA,99,510-379-9821,no,no,0,0,0
1416,NV,27,510-398-7414,no,no,0,3,0
1417,AK,141,408-338-8566,no,no,0,1,0
1418,OH,29,415-397-3058,yes,yes,37,2,0
1419,NM,65,415-389-8096,no,no,0,2,0
1420,MI,81,415-393-6840,yes,no,0,3,1
1421,MN,37,415-360-7404,no,yes,20,0,0
1422,WY,107,510-411-5740,no,yes,31,1,0
1423,WY,127,415-412-3726,yes,yes,28,1,0
1424,WA,78,408-372-7326,no,no,0,0,0
1425,NM,55,510-338-9873,no,no,0,2,0
1426,VA,86,415-383-4322,no,yes,30,2,0
1427,RI,176,415-401-7654,no,no,0,2,0
1428,AL,96,415-410-5455,yes,no,0,2,0
1429,WV,11,510-419-4310,no,yes,38,1,0
1430,WV,48,415-367-2056,no,yes,34,1,0
1431,NJ,127,510-363-6695,no,no,0,1,0
1432,TN,63,415-374-6217,no,no,0,0,0
1433,MI,79,510-337-9569,no,no,0,1,0
1434,UT,47,408-350-9720,no,yes,37,2,0
1435,IL,89,415-380-4080,yes,yes,19,0,1
1436,MI,83,510-333-7460,no,yes,26,1,0
1437,WI,126,415-378-3722,yes,yes,34,4,0
1438,ND,60,510-353-9339,no,no,0,2,0
1439,VT,122,415-386-6535,no,no,0,0,0
1440,WA,136,408-403-5575,no,no,0,1,0
1441,NC,172,408-331-5962,no,yes,47,1,0
1442,ME,102,510-390-9627,no,no,0,1,1
1443,SD,113,415-406-4560,yes,no,0,1,0
1444,WV,79,415-359-6931,no,no,0,3,0
1445,ID,55,510-331-7342,no,yes,8,1,0
1446,LA,111,415-367-2227,no,yes,28,2,0
1447,GA,160,415-335-8836,no,no,0,0,0
1448,FL,110,415-398-6703,no,no,0,4,0
1449,CO,192,415-370-8379,no,no,0,4,0
1450,NV,93,408-335-3880,no,no,0,0,0
1451,IN,101,415-375-8761,no,yes,33,2,0
1452,VA,77,510-367-1398,no,no,0,2,0
1453,UT,105,415-395-7857,no,yes,40,2,0
1454,UT,133,408-398-8745,no,yes,44,2,1
1455,MO,131,408-386-3717,no,no,0,1,0
1456,CT,106,510-330-1175,no,yes,33,1,0
1457,HI,118,415-418-6752,no,no,0,1,0
1458,MD,125,408-349-6464,no,no,0,1,0
1459,VA,95,415-366-7331,no,no,0,0,0
1460,MT,80,415-361-8288,no,no,0,3,0
1461,SC,145,408-377-6635,no,no,0,0,0
1462,CO,37,408-408-1513,no,no,0,2,0
1463,ID,87,415-370-7546,no,no,0,1,0
1464,AL,69,415-389-4278,no,no,0,3,0
1465,CO,83,510-379-3012,no,no,0,1,0
1466,UT,195,415-355-3620,no,no,0,0,0
1467,DE,67,415-413-7743,yes,yes,35,0,1
1468,OH,75,510-372-2296,no,yes,27,3,0
1469,RI,123,415-333-9728,no,yes,27,0,0
1470,FL,41,415-415-6110,no,yes,41,1,0
1471,OH,75,415-340-9803,no,no,0,0,0
1472,MD,76,415-400-7002,yes,no,0,1,1
1473,IL,86,415-395-7435,yes,no,0,1,0
1474,PA,140,408-336-7143,no,no,0,0,0
1475,AZ,70,415-352-2175,no,no,0,3,0
1476,NH,121,510-346-6352,no,yes,35,0,0
1477,RI,112,415-405-7467,no,no,0,1,0
1478,HI,118,415-379-8526,no,no,0,2,0
1479,NJ,66,415-410-5713,no,yes,16,1,0
1480,WI,78,408-408-5916,no,no,0,0,0
1481,MD,129,415-370-5626,no,yes,34,2,0
1482,OR,6,408-408-1331,no,no,0,3,0
1483,NV,107,510-419-9688,yes,no,0,1,0
1484,AR,107,415-343-5219,yes,no,0,3,1
1485,MT,138,415-401-5586,no,no,0,1,0
1486,CT,103,510-377-9178,no,no,0,0,0
1487,UT,116,415-345-5639,no,yes,44,0,0
1488,GA,189,408-336-3488,no,no,0,2,0
1489,NV,161,415-414-6426,no,no,0,2,0
1490,TN,1,415-335-5591,no,no,0,1,0
1491,DE,89,408-421-9144,no,no,0,1,0
1492,NY,64,408-422-7728,no,no,0,1,0
1493,MT,126,415-344-3466,no,yes,30,4,1
1494,IA,129,415-398-7978,no,no,0,2,0
1495,VT,128,510-346-8368,no,yes,32,0,0
1496,LA,81,415-392-2722,no,yes,36,3,0
1497,MT,114,510-393-3274,no,no,0,1,0
1498,NH,50,408-339-4636,no,no,0,0,0
1499,WV,86,415-349-7138,no,no,0,3,0
1500,ID,96,408-363-3295,no,no,0,1,0
1501,AZ,72,510-407-9830,no,no,0,0,0
1502,SC,64,510-333-8822,no,yes,40,8,0
1503,WV,57,415-419-6418,yes,yes,17,2,0
1504,OH,65,510-351-8955,no,no,0,2,0
1505,MD,163,408-338-1840,no,no,0,1,0
1506,MD,136,415-336-6997,no,no,0,2,0
1507,MN,116,408-408-6266,no,no,0,1,0
1508,NE,93,408-332-4291,no,no,0,3,0
1509,MN,142,510-355-7895,no,yes,40,3,0
1510,NY,92,408-348-2916,no,no,0,1,0
1511,HI,70,415-339-8132,no,no,0,1,0
1512,MO,22,408-374-1684,no,yes,14,1,0
1513,NV,37,415-362-7604,no,no,0,2,0
1514,MA,51,415-389-3206,no,no,0,1,0
1515,NH,174,408-336-2829,no,no,0,2,0
1516,UT,68,415-403-8916,no,no,0,1,1
1517,FL,130,415-384-1135,no,no,0,1,0
1518,WA,104,415-390-2320,no,no,0,2,0
1519,CT,134,408-398-8578,no,no,0,2,0
1520,KY,108,415-393-9424,no,yes,35,2,0
1521,NM,103,415-417-6330,no,no,0,3,0
1522,ND,62,510-340-6339,no,no,0,1,0
1523,NV,162,415-380-6571,no,no,0,2,0
1524,CA,93,510-368-6488,no,yes,19,2,0
1525,ID,42,415-363-2193,no,no,0,1,0
1526,OK,155,415-328-1206,no,yes,23,2,0
1527,IA,36,510-385-3540,no,no,0,0,0
1528,OH,143,415-337-7167,no,no,0,0,1
1529,NJ,197,510-372-8405,no,no,0,3,0
1530,IA,81,510-377-1273,no,no,0,1,1
1531,DE,138,510-380-7816,yes,no,0,4,1
1532,CA,103,415-402-6744,no,yes,18,0,1
1533,WY,127,510-400-2181,yes,no,0,2,1
1534,OR,136,510-366-1613,no,no,0,1,1
1535,ME,99,415-347-8205,no,no,0,2,0
1536,AR,95,415-328-2982,no,no,0,0,0
1537,ME,118,408-384-8723,yes,yes,21,4,1
1538,WV,113,415-341-7686,no,no,0,5,1
1539,PA,128,408-353-6038,yes,no,0,0,0
1540,HI,117,408-416-8827,no,no,0,3,0
1541,MT,48,415-418-8450,no,yes,36,3,0
1542,DC,81,510-385-7861,yes,no,0,0,0
1543,AR,57,510-393-3507,no,no,0,1,0
1544,MS,140,408-372-5262,no,no,0,1,0
1545,OH,107,510-411-3095,no,yes,38,2,0
1546,MO,56,415-331-5919,no,no,0,1,0
1547,TX,159,415-402-1556,no,no,0,1,0
1548,MD,102,415-349-7362,no,no,0,1,0
1549,CT,107,408-339-2734,no,no,0,1,0
1550,SC,106,408-330-4914,no,no,0,2,0
1551,MI,225,415-371-2500,no,no,0,0,1
1552,SD,75,408-335-3681,no,no,0,2,0
1553,CO,86,415-405-1132,no,no,0,0,0
1554,ID,169,415-399-9239,no,no,0,1,0
1555,AZ,122,510-350-7227,no,yes,22,2,0
1556,FL,106,408-384-6654,no,no,0,0,0
1557,MN,52,415-376-4271,no,yes,32,2,0
1558,DE,79,415-391-8124,no,yes,34,2,0
1559,MI,135,415-393-2524,no,no,0,2,0
1560,MS,70,408-384-4385,no,no,0,0,0
1561,MA,80,408-377-8266,no,no,0,2,0
1562,CA,37,415-345-1243,no,no,0,0,0
1563,MN,161,415-394-8086,no,yes,39,1,0
1564,VT,137,510-348-9145,no,no,0,1,0
1565,CT,123,415-376-5201,no,no,0,0,0
1566,WV,80,415-356-2093,no,yes,38,2,0
1567,WV,94,415-353-2080,no,no,0,0,0
1568,NE,105,415-397-7500,no,yes,27,1,0
1569,NC,73,415-414-5786,no,yes,31,0,0
1570,NE,112,415-388-4282,no,no,0,2,0
1571,IL,179,408-415-5132,no,no,0,1,0
1572,MA,57,510-352-4541,no,no,0,1,0
1573,AZ,127,415-373-5928,no,yes,14,1,0
1574,SD,122,415-406-7737,yes,yes,40,1,0
1575,MT,33,510-332-7607,no,yes,35,1,0
1576,VT,94,408-359-7788,no,no,0,3,0
1577,UT,100,408-384-1549,no,no,0,1,0
1578,HI,106,415-352-8508,no,no,0,2,0
1579,DC,148,415-404-1002,no,yes,38,2,0
1580,WI,120,415-414-2905,no,yes,29,0,0
1581,UT,91,415-380-9849,no,yes,34,1,0
1582,WA,86,510-387-6498,no,no,0,1,0
1583,SD,78,415-360-6024,no,yes,25,0,0
1584,MT,94,510-352-5815,no,no,0,1,0
1585,NJ,85,415-366-2273,no,no,0,2,1
1586,CT,89,415-414-9119,no,no,0,1,0
1587,VA,128,415-409-8796,no,no,0,1,0
1588,NC,115,415-337-2442,yes,no,0,1,0
1589,AK,76,415-404-1931,no,no,0,1,0
1590,MD,75,415-367-9765,no,yes,39,1,0
1591,IL,90,415-378-7299,no,yes,29,2,0
1592,CT,30,408-410-5192,no,no,0,3,0
1593,KS,105,415-405-1108,yes,no,0,1,1
1594,MA,102,415-392-1734,no,yes,31,3,0
1595,NJ,83,415-395-6030,no,no,0,3,0
1596,AR,63,510-330-5168,no,yes,49,0,0
1597,MS,155,408-334-3142,no,no,0,2,0
1598,ND,82,415-362-9983,no,yes,29,2,0
1599,IN,87,510-414-2606,no,no,0,1,0
1600,MI,115,415-402-4501,no,yes,26,0,0
1601,AR,99,510-387-2604,yes,no,0,0,1
1602,VT,121,415-400-3343,yes,yes,44,3,0
1603,WV,54,510-353-2450,no,yes,33,2,0
1604,ME,105,408-406-2032,no,no,0,3,0
1605,IA,73,415-409-4462,no,no,0,1,0
1606,CT,95,415-392-5941,no,no,0,0,0
1607,NM,21,415-334-9182,no,yes,19,3,0
1608,OR,163,408-346-3445,no,yes,25,2,0
1609,VT,57,415-368-9507,no,no,0,0,0
1610,RI,104,408-382-3966,yes,no,0,4,0
1611,RI,83,415-334-5844,no,yes,20,0,0
1612,NM,141,415-362-9411,no,no,0,2,0
1613,AL,95,415-390-3565,no,no,0,3,0
1614,MT,184,415-417-4810,no,no,0,1,1
1615,CT,74,408-384-3389,no,no,0,2,0
1616,TN,67,415-414-9717,no,no,0,0,0
1617,ID,104,415-357-1700,yes,no,0,0,0
1618,TX,71,415-376-7207,no,yes,39,1,0
1619,NH,149,415-368-7706,no,no,0,4,1
1620,ND,154,408-346-4216,no,yes,35,0,0
1621,SC,138,510-370-9533,no,yes,21,0,0
1622,KS,117,415-372-1493,no,no,0,1,0
1623,ME,130,408-387-6031,no,no,0,1,0
1624,RI,73,415-366-6248,no,no,0,2,0
1625,WI,100,510-369-3756,no,yes,38,0,0
1626,NC,149,510-363-1719,no,no,0,1,0
1627,OH,29,408-402-6666,no,no,0,2,0
1628,WY,131,510-408-9779,no,no,0,1,0
1629,NJ,153,510-407-2441,no,no,0,2,0
1630,ND,84,510-384-5027,no,no,0,2,0
1631,WI,133,510-380-3161,no,no,0,2,0
1632,KY,112,415-360-8135,no,no,0,0,0
1633,NY,87,415-399-5426,no,no,0,0,0
1634,MO,72,415-385-2564,no,no,0,2,0
1635,AZ,66,510-337-8618,no,no,0,4,1
1636,MN,65,510-354-8491,no,yes,29,1,0
1637,CO,74,415-394-6278,no,no,0,2,0
1638,MD,116,408-405-2276,no,no,0,6,1
1639,AR,68,510-376-1000,no,no,0,2,0
1640,TN,68,415-397-1659,no,no,0,3,0
1641,DE,54,415-379-3953,yes,no,0,1,0
1642,TN,99,408-418-6512,no,no,0,1,0
1643,WI,107,408-392-5296,no,no,0,3,0
1644,WV,124,510-355-3814,no,no,0,1,0
1645,CT,95,415-375-2098,no,yes,36,3,0
1646,MN,173,510-372-7990,no,no,0,0,1
1647,MO,110,408-356-4558,no,no,0,1,0
1648,VA,102,510-398-5788,no,no,0,0,0
1649,NH,130,408-390-4003,no,no,0,0,0
1650,OK,91,408-332-8103,no,yes,31,1,0
1651,CT,64,415-406-9926,yes,no,0,1,1
1652,TN,176,415-418-2402,no,yes,23,1,0
1653,MD,93,510-384-3299,yes,no,0,1,1
1654,WI,84,510-378-9090,no,yes,12,1,0
1655,SD,138,510-350-6473,no,no,0,3,0
1656,ND,101,415-379-4583,no,yes,28,1,0
1657,VA,136,408-411-5078,no,no,0,2,0
1658,UT,111,510-347-4982,no,no,0,2,0
1659,MA,132,408-341-9274,no,yes,36,0,0
1660,SD,128,415-353-7461,no,no,0,3,0
1661,AL,92,408-371-7366,no,yes,38,1,0
1662,AL,197,415-395-7923,yes,no,0,5,1
1663,WV,191,408-351-8398,no,no,0,1,0
1664,SC,99,415-329-2204,no,yes,33,2,0
1665,FL,106,415-407-7507,no,yes,31,3,0
1666,KY,88,415-405-8075,no,no,0,2,0
1667,UT,78,415-390-9698,no,no,0,0,0
1668,NY,98,408-403-4917,no,no,0,1,0
1669,MS,17,408-391-6709,no,yes,35,1,0
1670,NH,56,415-389-5988,no,yes,24,1,0
1671,VA,84,415-372-1534,no,no,0,2,0
1672,VT,95,510-395-6369,no,no,0,2,0
1673,WY,16,415-400-3197,no,no,0,5,0
1674,NV,76,510-377-4169,yes,no,0,1,1
1675,WV,93,415-384-5343,no,no,0,0,0
1676,WA,83,408-338-4472,no,no,0,2,0
1677,KS,123,415-332-2126,no,no,0,1,0
1678,VT,64,408-349-2157,no,no,0,1,0
1679,OK,82,510-393-4823,no,no,0,0,1
1680,GA,107,510-385-2683,no,no,0,2,0
